,Ratings,Full_review
112,5,Very nice laptop. Easy to use and handle like a book. Different from windows but far better than in functionality. I love it.
113,5,Go for it even if you are buying it in 2020 or 2021. Review after 3 months. Value for money. Latest MacOS Big Sur works smooth without any trouble. Can be used both for work and personal use seamlessly.
114,5,"very good performance and nice design of this laptop. It's quite better then windows laptop of this price range speed and processing is fast but display colours are not vibrant but its not that bad too its good for normal works. Internal SSD storage is too less its a major issue with this MacBook, one can bought the 256gb variant but its cost is high and size is also smaller. I am using this from one month and its performance is very impressive and also apple services is top class. One issue..."
115,5,"Got it on 24th September under big bang sale for just 45k odd bucks. A truly value for money product. Prompt delivery from flip kart. Super fast, amazing look, feather light machine. Well an apple it is. So doesn't need any introduction. I have been a window users since the very beginning so a pleasant change for me."
116,4,"I bought this in 2018 January for a whooping 44500/- deal. Apple doesn't compromise on their quality on any of their products and specially on their Mac products. Now coming to this Macbook Air A1466, this product is outdated with it's features and you don't get any authentic supplies like screen, Dock or landing zones, etc. from a third party vendor. I have tried buying them from the US as well and I'm out of choice. Hardware still supports the latest of the OS though. I have had trouble wor..."
117,5,"I read and watched many YouTube video and decided to buy this Macbook Air but in video, Many YouTuber said that the display is not good. but it is good for day to day use. if you are editor of video and pictures, It will be problem to you but you can buy 4k monitor for That. I bought it at 52k. I have ipad pro 9.7. If you want to buy it. Go for it. Save 50k for Ipad pro. This ipad will work as extra monitor for you as well as tablet too. Editing in final cut pro is good but not tried much and..."
118,5,"I used to make fun of Apple products being over priced and not worth the buy. I'd like to correct it, it is over priced but your spent on it is worth. After using an apple product there is no going back because they are awesome, so think before you buy because your life is going to start becoming expensive 😂"
119,5,Stylish elegant and attractive.  Owsome laptop by Apple and good to use battery life and laptop performance is owsome.  Most owsome part is his trackpad the way Apple think and design the laptop trackpad is owsome.  You can not find it any other laptop.
120,5,"First Time Using MacBook I switched from windows. MacBook is very easy to use. Its like a mobile operating system. But really very powerful and lightweight. I purchased this MacBook because editing videos and programming. Its very smoothly doing these two works. People were saying about the display that is not great but I did not found anything less into it. Display is great. Everything is great, except memory storage. But because of this every time you need to clean garbage. And you need to ..."
121,5,This is my first review in Flipkart. My wife gifted me this MacBook air on anniversary. I was worried about the online purchase and authenticity. But I would like to assure you that I have received 100 percent original product. I have checked the serial number online. The packaging was perfect. I have received the laptop on 23.01.2020. till now it's well and good. Battery is awesome I am getting at least 10 hours in a single charge. My usage are mainly official and YouTube video watching. Ve...
122,5,"I purchased my MacBook air from Flipkart at a great festive discount. This was the most inexpensive option available in the market at any of the shopping sites. I must say that I am completely satisfied with this purchase. The quality of laptop and the performance of the machine is brilliant. The best advise that I can give to anybody willing to purchase a laptop is to invest a little more and go for the best. MacBook Air is one of the best machines From the perspective of quality, display, w..."
123,5,"Thi product is awesome. Was a bit sad about the delivery because it took 24 hours more than expected delivery but Flipkart immediately added a gift card saying sorry which was cute. DELIVERY IS ALWAYS FAST for these products. Mine might have been an exception. Coming to laptop, Macbook is an all new experience. The laptop meets your expectations. For those switching from Windows do go through a Mac tutorials as there are a lot of hidden features which you want to unveil. PROS: Awesome battery..."
